,lemma,Type,id
1042,பதவிக்காலம்,Conjunctions,6042
1043,விவாதி,Verb,6043
1044,உரையாற்று,Adjectives,6044
1045,அவசியம்,Verb,6045
1046,அப்போதுதான்,Conjunctions,6046
1047,ஒருமி,Adjectives,6047
1048,எட்டு,Verb,6048
1049,உருக்கு,Conjunctions,6049
1050,சங்கம்,Conjunctions,6050
1051,விருது,Conjunctions,6051
1052,டோக்கியோ,Conjunctions,6052
1053,ஓராண்டு,Conjunctions,6053
1054,முதன்,Conjunctions,6054
1055,இனம்,Adjectives,6055
1056,ரீதி,Conjunctions,6056
1057,வர்ணனையாளர்,Conjunctions,6057
1058,ராஜிநாமா,Conjunctions,6058
1059,நிகழ்ச்சி,Conjunctions,6059
1060,பெயர்,Conjunctions,6060
1061,கேலி,Conjunctions,6061
1062,உச்சரி,Verb,6062
1063,அவமானப்படுத்து,Adjectives,6063
1064,விதம்,Conjunctions,6064
1065,வருத்தம்,Conjunctions,6065
1066,பேச்சு,Conjunctions,6066
1067,இந்தளவு,Conjunctions,6067
1068,சர்ச்சை,Conjunctions,6068
1069,பெரிது,Adjectives,6069
1070,பய,Verb,6070
1071,வார்த்தை,Conjunctions,6071
1072,மன்து,Conjunctions,6072
1073,புண்படுத்து,Verb,6073
1074,மன்னி,Verb,6074
1075,தடவை,Conjunctions,6075
1076,பழமைவாய்,Adjectives,6076
1077,ஆலயம்,Conjunctions,6077
1078,சிலை,Conjunctions,6078
1079,திருடு,Conjunctions,6079
1080,வசி,Adjectives,6080
1081,ஆயிரக்கணக்கு,Conjunctions,6081
1082,திருப்பு,Verb,6082
1083,கொடுத்திடு,Adjectives,6083
1084,கோயில்,Conjunctions,6084
1085,வேண்டுகோள்,Conjunctions,6085
1086,எவ்விதம்,Adjectives,6086
1087,சன்மானம்,Conjunctions,6087
1088,பித்தளை,Conjunctions,6088
1089,திருடர்,Conjunctions,6089
1090,பழமை,Conjunctions,6090
1091,வாய்,Verb,6091
1092,மட்டுமல்லாது,Conjunctions,6092
1093,முழுவதும்,Adjectives,6093
1094,வழிபாடு,Conjunctions,6094
1095,பேரவை,Conjunctions,6095
1096,வெற்றிபெறு,Verb,6096
1097,206,Conjunctions,6097
1098,106,Conjunctions,6098
1099,எதிராக,Conjunctions,6099
1100,பதிவாகு,Verb,6100
1101,திங்கட்கிழமையன்று,Conjunctions,6101
1102,எதிர்க்கட்சி,Conjunctions,6102
1103,சுயேச்சை,Conjunctions,6103
1104,அவை,Conjunctions,6104
1105,ஒத்திவை,Verb,6105
1106,மகளிர்,Conjunctions,6106
1107,ஒற்றையர்,Conjunctions,6107
1108,இறுதி,Conjunctions,6108
1109,தோல்வியடை,Verb,6109
1110,19-21,Conjunctions,6110
1111,புள்ளிக்கணக்கு,Conjunctions,6111
1112,இழ,Adjectives,6112
1113,22-20,Conjunctions,6113
1114,21-13,Conjunctions,6114
1115,புள்ளி,Conjunctions,6115
1116,கைப்பற்று,Verb,6116
1117,2-1,Conjunctions,6117
1118,தா,Adjectives,6118
1119,தங்கப்பதக்கம்,Conjunctions,6119
1120,38-,Conjunctions,6120
1121,பதக்கப்பட்டியல்,Conjunctions,6121
1122,முன்னேறு,Verb,6122
1123,நூறு,Conjunctions,6123
1124,மேற்பட்டோர்,Conjunctions,6124
1125,இறுதிநாள்,Conjunctions,6125
1126,வருகை,Conjunctions,6126
1127,பல,Adjectives,6127
1128,உருவம்,Conjunctions,6128
1129,பொம்மை,Conjunctions,6129
1130,எரி,Verb,6130
1131,இதேபோல்,Conjunctions,6131
1132,உருவப்பொம்மை,Conjunctions,6132
1133,படம்,Conjunctions,6133
1134,தேசியக்கொடி,Conjunctions,6134
1135,போன்றவற்றை,Conjunctions,6135
1136,கூட்டப்படு,Adjectives,6136
1137,உயர்நீதிமன்றம்,Conjunctions,6137
1138,தகுதிநீக்கம்,Conjunctions,6138
1139,மனு,Conjunctions,6139
1140,தீர்ப்பளி,Adjectives,6140
1141,கோரு,Adjectives,6141
1142,ஒருவரி,Conjunctions,6142
1143,தீர்மானம்,Conjunctions,6143
1144,டிக்கெட்,Conjunctions,6144
1145,வில்,Verb,6145
1146,தீர்,Verb,6146
1147,15,Conjunctions,6147
1148,விடுமுறை,Conjunctions,6148
1149,தென்மாவட்டம்,Conjunctions,6149
1150,தேதியன்று,Conjunctions,6150
1151,முன்பதிவு,Conjunctions,6151
1152,காத்திரு,Verb,6152
1153,90,Conjunctions,6153
1154,முந்தைய,Adjectives,6154
1155,முதல்நாள்,Conjunctions,6155
1156,8,Conjunctions,6156
1157,வகுப்பு,Conjunctions,6157
1158,படுக்கை,Conjunctions,6158
1159,ஏசி,Conjunctions,6159
1160,வேலைநிறுத்தம்,Conjunctions,6160
1161,இயல்பு,Adjectives,6161
1162,வாழ்க்கை,Conjunctions,6162
1163,1949,Conjunctions,6163
1164,15-ல்,Conjunctions,6164
1165,புரட்சிகரம்,Adjectives,6165
1166,முன்னணி,Conjunctions,6166
1167,மலைப்பிரதேசம்,Conjunctions,6167
1168,பள்ளத்தாக்கு,Conjunctions,6168
1169,கடை,Conjunctions,6169
1170,வர்த்தகம்,Conjunctions,6170
1171,மனிதன்,Conjunctions,6171
1172,நேயம்,Conjunctions,6172
1173,டாக்டர்,Conjunctions,6173
1174,செவிலியர்,Conjunctions,6174
1175,தாய்,Conjunctions,6175
1176,சேய்,Conjunctions,6176
1177,நலம்,Conjunctions,6177
1178,125,Conjunctions,6178
1179,மேம்பாடு,Conjunctions,6179
1180,கட்டடம்,Conjunctions,6180
1181,திறப்பு,Conjunctions,6181
1182,இதயம்,Conjunctions,6182
1183,நோய்,Conjunctions,6183
1184,கருப்பை,Conjunctions,6184
1185,மார்பகம்,Conjunctions,6185
1186,புற்றுநோய்,Conjunctions,6186
1187,தடுப்பு,Conjunctions,6187
1188,பணம்,Conjunctions,6188
1189,ஒதுக்கு,Verb,6189
1190,முதன்முதல்,Conjunctions,6190
1191,பயன்படுத்து,Verb,6191
1192,ஏன்,Conjunctions,6192
1193,இன்றைக்கு,Conjunctions,6193
1194,காரியம்,Conjunctions,6194
1195,செலவழி,Verb,6195
1196,ஆங்காங்கே,Conjunctions,6196
1197,அது,Conjunctions,6197
1198,பிறகு,Conjunctions,6198
1199,கொஞ்சம்,Conjunctions,6199
1200,75,Conjunctions,6200
1201,ஆற்று,Verb,6201
1202,மாத்திரம்,Conjunctions,6202
1203,பலன்,Verb,6203
1204,இத்தனை,Conjunctions,6204
1205,மருத்துவர்,Conjunctions,6205
1206,பயன்,Verb,6206
1207,மருத்துவத்துறை,Conjunctions,6207
1208,நண்பர்,Conjunctions,6208
1209,கடமை,Conjunctions,6209
1210,மனப்பான்மை,Conjunctions,6210
1211,உணர்வு,Conjunctions,6211
1212,காப்பாற்று,Verb,6212
1213,ஒத்துழைப்பு,Conjunctions,6213
1214,ஒத்துழை,Verb,6214
1215,சாதாரணம்,Adjectives,6215
1216,சாமானிய,Adjectives,6216
1217,ஏழையெளிய,Adjectives,6217
1218,மனசாட்சி,Conjunctions,6218
1219,மனிதாபிமானம்,Conjunctions,6219
1220,ஆகவே,Conjunctions,6220
1221,மக்களவை,Conjunctions,6221
1222,பலர்,Conjunctions,6222
1223,உடல்,Conjunctions,6223
1224,தாய்சேய்,Conjunctions,6224
1225,அதற்கேற்ப,Conjunctions,6225
1226,உடல்நிலை,Conjunctions,6226
1227,இங்கு,Conjunctions,6227
1228,சிகரம்,Conjunctions,6228
1229,கோலாகலம்,Conjunctions,6229
1230,நவம்,Conjunctions,6230
1231,ஒன்பது,Conjunctions,6231
1232,செல்வம்,Conjunctions,6232
1233,மகாலட்சுமி,Conjunctions,6233
1234,வழிபடு,Verb,6234
1235,போரிடு,Verb,6235
1236,வாகை,Conjunctions,6236
1237,சூடு,Adjectives,6237
1238,கைவினை,Conjunctions,6238
1239,கலைஞர்,Conjunctions,6239
1240,உழைப்பு,Conjunctions,6240
1241,மதிப்பளி,Adjectives,6241
1242,திருநாளாம்,Adjectives,6242
1243,நற்காரியம்,Conjunctions,6243
1244,அனைவர்,Conjunctions,6244
1245,நன்னாள்,Conjunctions,6245
1246,எல்லாம்,Adjectives,6246
1247,நலன்,Conjunctions,6247
1248,வளம்,Conjunctions,6248
1249,அமைதி,Conjunctions,6249
1250,நல்லாட்சி,Conjunctions,6250
1251,மலர்,Verb,6251
1252,மனமார்ந்த,Adjectives,6252
1253,நல்வாழ்த்து,Conjunctions,6253
1254,தொழிலாளர்,Conjunctions,6254
1255,இடதுசாரி,Conjunctions,6255
1256,21,Conjunctions,6256
1257,கூட்டறிக்கை,Conjunctions,6257
1258,நிர்வாகி,Conjunctions,6258
1259,செயற்குழு,Conjunctions,6259
1260,ஒப்பந்தம்,Conjunctions,6260
1261,பேச்சுவார்த்தை,Conjunctions,6261
1262,சுமூக,Adjectives,6262
1263,தீர்வு,Conjunctions,6263
1264,காணப்படு,Verb,6264
1265,காண்,Verb,6265
1266,பன்னாடு,Conjunctions,6266
1267,பழிவாங்கு,Verb,6267
1268,உடந்தை,Conjunctions,6268
1269,சத்துணவு,Conjunctions,6269
1270,ஏவு,Verb,6270
1271,இத்தகைய,Adjectives,6271
1272,மிகுந்த,Adjectives,6272
1273,எதிர்பார்ப்பு,Conjunctions,6273
1274,இடை,Conjunctions,6274
1275,அத்தியாயம்,Conjunctions,6275
1276,பல்கலை,Conjunctions,6276
1277,வலுப்படுத்து,Verb,6277
1278,பிரகாசப்படுத்து,Verb,6278
1279,மட்டுமின்றி,Conjunctions,6279
1280,பயன்பெறு,Adjectives,6280
1281,உறுதுணை,Conjunctions,6281
1282,பயனடை,Adjectives,6282
1283,விஷயம்,Conjunctions,6283
1284,உருவெடு,Adjectives,6284
1285,சவால்,Conjunctions,6285
1286,சமாளி,Verb,6286
1287,உத்தி,Conjunctions,6287
1288,வகு,Verb,6288
1289,எதிர்காலம்,Conjunctions,6289
1290,கண்டறி,Verb,6290
1291,அதற்குரிய,Adjectives,6291
1292,உதவிகரம்,Conjunctions,6292
1293,பரிமாறு,Verb,6293
1294,தெற்காசியா,Conjunctions,6294
1295,குறி,Adjectives,6295
1296,பரிமாற்றம்,Conjunctions,6296
1297,கட்டமைப்பு,Conjunctions,6297
1298,ஆராய்,Verb,6298
1299,விரிவு,Conjunctions,6299
1300,சமூகம்,Conjunctions,6300
1301,கா,Adjectives,6301
1302,குறிப்பாக,Conjunctions,6302
1303,பரிமாணம்,Conjunctions,6303
1304,ஆக்க,Adjectives,6304
1305,அணு,Conjunctions,6305
1306,சக்தி,Conjunctions,6306
1307,கையெழுத்தாகு,Verb,6307
1308,அணுசக்தி,Conjunctions,6308
1309,கையெழுத்து,Conjunctions,6309
1310,ஆனதால்,Verb,6310
1311,அத்துறை,Conjunctions,6311
1312,கூட்டாக,Conjunctions,6312
1313,உலை,Conjunctions,6313
1314,தயாரி,Verb,6314
1315,விண்வெளி,Conjunctions,6315
1316,நீராதாரம்,Conjunctions,6316
1317,பருவம்,Conjunctions,6317
1318,நிலவரம்,Conjunctions,6318
1319,வானியல்,Conjunctions,6319
1320,சேவை,Conjunctions,6320
1321,உள்ளிட்டவை,Conjunctions,6321
1322,வங்கி,Conjunctions,6322
1323,அன்னியம்,Conjunctions,6323
1324,செலாவணி,Conjunctions,6324
1325,நிதியம்,Conjunctions,6325
1326,அதிகமான,Adjectives,6326
1327,செயல்படுத்து,Verb,6327
1328,ஆர்வம்,Conjunctions,6328
1329,மதச்சார்பின்மை,Conjunctions,6329
1330,எப்படி,Conjunctions,6330
1331,எழுப்பு,Verb,6331
1332,நம்பகத்தன்மை,Conjunctions,6332
1333,உக,Verb,6333
1334,அஞ்சு,Verb,6334
1335,வகுப்புவாதம்,Adjectives,6335
1336,முற்றுப்புள்ளி,Conjunctions,6336
1337,ஜாதி,Conjunctions,6337
1338,முன்னிறுத்து,Verb,6338
1339,லாபம்,Conjunctions,6339
1340,நீதி,Conjunctions,6340
1341,சமதர்மம்,Conjunctions,6341
1342,சமம்,Adjectives,6342
1343,ஏழை,Conjunctions,6343
1344,பணக்காரர்,Conjunctions,6344
1345,ஹிந்து,Conjunctions,6345
1346,முஸ்லிம்,Conjunctions,6346
1347,சீக்கியர்,Conjunctions,6347
1348,எல்லோர்,Conjunctions,6348
1349,முத்திரை,Conjunctions,6349
1350,குத்து,Verb,6350
1351,அதனால்,Conjunctions,6351
1352,தனித்து,Conjunctions,6352
1353,சிரமமானது,Verb,6353
1354,ஊரகம்,Conjunctions,6354
1355,ஊழல்,Conjunctions,6355
1356,துரதிருஷ்டவசம்,Conjunctions,6356
1357,தேவையுள்ளோர்,Conjunctions,6357
1358,ஒப்பிடு,Adjectives,6358
1359,ஏராளமான,Adjectives,6359
1360,குடிபெயர்,Verb,6360
1361,பலப்படுத்து,Verb,6361
1362,பலன்கிட்டு,Verb,6362
1363,அதுபோல்,Conjunctions,6363
1364,தேங்கு,Verb,6364
1365,மீண்டும்,Conjunctions,6365
1366,ஓவர்,Conjunctions,6366
1367,2009,Conjunctions,6367
1368,கௌரவம்,Conjunctions,6368
1369,கமிஷனர்,Conjunctions,6369
1370,நேரில்,Conjunctions,6370
1371,ஊடகம்,Conjunctions,6371
1372,விளம்பரம்,Conjunctions,6372
1373,ஒளிபரப்பு,Verb,6373
1374,ஆகியவற்றில்,Conjunctions,6374
1375,470,Conjunctions,6375
1376,ஆவணம்,Conjunctions,6376
1377,குற்றவியல்,Conjunctions,6377
1378,409,Conjunctions,6378
1379,420,Conjunctions,6379
1380,468,Conjunctions,6380
1381,477,Conjunctions,6381
1382,120,Conjunctions,6382
1383,அநேகமாக,Conjunctions,6383
1384,நவம்பர்,Conjunctions,6384
1385,செல்லல்,Verb,6385
1386,காய்ச்சல்,Conjunctions,6386
1387,93,Conjunctions,6387
1388,வயது,Conjunctions,6388
1389,சீர்,Conjunctions,6389
1390,சுவாசம்,Conjunctions,6390
1391,அவதிப்பட்டு,Verb,6391
1392,தேயிலை,Conjunctions,6392
1393,தோட்டம்,Conjunctions,6393
1394,வனத்தோட்டம்,Conjunctions,6394
1395,2009-2010,Conjunctions,6395
1396,886,Conjunctions,6396
1397,275,Conjunctions,6397
1398,வழங்கிட்,Verb,6398
1399,118,Conjunctions,6399
1400,313,Conjunctions,6400
1401,359,Conjunctions,6401
1402,951,Conjunctions,6402
1403,96,Conjunctions,6403
1404,30,Conjunctions,6404
1405,அட்டவணை,Conjunctions,6405
1406,இறுதிசெய்,Verb,6406
1407,பொற்கோயில்,Conjunctions,6407
1408,பயணத்திட்டம்,Conjunctions,6408
1409,சுற்றுப்பயணம்,Conjunctions,6409
1410,தெரியவா,Verb,6410
1411,குழந்தை,Conjunctions,6411
1412,உயிரிழப்பு,Conjunctions,6412
1413,சிகிச்சை,Conjunctions,6413
1414,86,Conjunctions,6414
1415,2002,Conjunctions,6415
1416,671,Conjunctions,6416
1417,மலேரியா,Conjunctions,6417
1418,அடுத்ததாக,Conjunctions,6418
1419,நொய்டா,Conjunctions,6419
1420,35,Conjunctions,6420
1421,தூக்கிடு,Verb,6421
1422,தற்கொலை,Conjunctions,6422
1423,வழக்கம்போல்,Conjunctions,6423
1424,நள்ளிரவு,Conjunctions,6424
1425,கணிப்பொறி,Conjunctions,6425
1426,காவல்நிலையம்,Conjunctions,6426
1427,மகள்,Conjunctions,6427
1428,பெற்றோர்,Conjunctions,6428
1429,எழுதிவை,Verb,6429
1430,கணவன்,Conjunctions,6430
1431,அதற்காக,Conjunctions,6431
1432,ஜீவனாம்சம்,Conjunctions,6432
1433,தொடு,Verb,6433
1434,பச்சையம்மாள்,Conjunctions,6434
1435,மாதம்தோறும்,Conjunctions,6435
1436,நீதிபதி,Conjunctions,6436
1437,மார்க்கண்டேயம்,Conjunctions,6437
1438,அடங்கு,Adjectives,6438
1439,கொடுமை,Conjunctions,6439
1440,2005,Conjunctions,6440
1441,வழக்காடு,Adjectives,6441
1442,வாதாடு,Verb,6442
1443,தங்கியிரு,Verb,6443
1444,தாம்பத்யம்,Conjunctions,6444
1445,ஈடாக,Conjunctions,6445
1446,மனைவியர்,Conjunctions,6446
1447,பூர்த்தி,Conjunctions,6447
1448,1.,Conjunctions,6448
1449,ஆண்,Conjunctions,6449
1450,துணைவர்,Conjunctions,6450
1451,2.,Conjunctions,6451
1452,திருமணம்,Conjunctions,6452
1453,எட்டியிரு,Verb,6453
1454,3.,Conjunctions,6454
1455,4.,Conjunctions,6455
1456,விருப்பப்படு,Verb,6456
1457,அங்கீகரி,Verb,6457
1458,நால்,Conjunctions,6458
1459,ஆடவன்,Conjunctions,6459
1460,உறுதிபடு,Verb,6460
1461,இழப்பீடு,Conjunctions,6461
1462,மசோதா,Conjunctions,6462
1463,விதிமுறை,Conjunctions,6463
1464,சற்று,Conjunctions,6464
1465,மாறுபடு,Verb,6465
1466,மாறுபாடு,Conjunctions,6466
1467,இந்திய-அமெரிக்கா,Conjunctions,6467
1468,நிபந்தனை,Conjunctions,6468
1469,பொருந்து,Verb,6469
1470,மாற்றம்,Conjunctions,6470
1471,விவகாரத்துறை,Conjunctions,6471
1472,இணையமைச்சர்,Conjunctions,6472
1473,வெளியுறவுத்துறை,Conjunctions,6473
1474,துணையமைச்சர்,Conjunctions,6474
1475,மேம்படு,Verb,6475
1476,சரிவரு,Conjunctions,6476
1477,நடைமுறை,Conjunctions,6477
1478,பின்பற்று,Verb,6478
1479,தரம்,Conjunctions,6479
1480,அதிகமாக,Conjunctions,6480
1481,உதிரி,Adjectives,6481
1482,பாகம்,Conjunctions,6482
1483,ஏமாற்றத்துக்குள்ளாக்கு,Verb,6483
1484,எஞ்சு,Adjectives,6484
1485,ஆயுதம்,Conjunctions,6485
1486,பரவல்,Conjunctions,6486
1487,முக்கியமானவர்,Conjunctions,6487
1488,தீவிரம்,Conjunctions,6488
1489,சந்தேகம்,Adjectives,6489
1490,இருவழி,Conjunctions,6490
1491,போல்,Verb,6491
1492,சங்கடம்,Conjunctions,6492
1493,வரல்,Verb,6493
1494,தளவாடம்,Conjunctions,6494
1495,காப்புரிமை,Conjunctions,6495
1496,விதிமீறல்,Conjunctions,6496
1497,ஒருங்கிணை,Verb,6497
1498,விவாதம்,Conjunctions,6498
1499,முள்ளிவாய்க்கால்,Conjunctions,6499
1500,மட்டுமல்லாமல்,Conjunctions,6500
1501,வெடிபொருள்,Conjunctions,6501
1502,ஜாக்கெட்டு,Conjunctions,6502
1503,மாறு,Verb,6503
1504,படையினர்,Conjunctions,6504
1505,செயலிழ,Verb,6505
1506,தோற்கடி,Adjectives,6506
1507,இதுபோன்ற,Adjectives,6507
1508,எந்தவிதத்,Adjectives,6508
1509,சந்தேகி,Verb,6509
1510,ராணுவத்தினர்,Conjunctions,6510
1511,அவசரம்,Conjunctions,6511
1512,பிரகடனம்,Conjunctions,6512
1513,பயமுறுத்து,Verb,6513
1514,வேண்டியவை,Verb,6514
1515,ஏராளம்,Conjunctions,6515
1516,எப்போதைக்கு,Conjunctions,6516
1517,சாத்தியம்,Conjunctions,6517
1518,தூண்டுதல்,Conjunctions,6518
1519,யோசனை,Conjunctions,6519
1520,சீர்திருத்த,Adjectives,6520
1521,சொல்,Verb,6521
1522,1995ல்,Conjunctions,6522
1523,அப்போதைய,Adjectives,6523
1524,பொதுச்சபை,Conjunctions,6524
1525,மலேசியா,Conjunctions,6525
1526,நாட்டவர்,Conjunctions,6526
1527,வரைவு,Conjunctions,6527
1528,பின்தங்கு,Verb,6528
1529,1992-96ல்,Conjunctions,6529
1530,ஜெர்மனி,Conjunctions,6530
1531,அதாவது,Conjunctions,6531
1532,அணுஉலை,Conjunctions,6532
1533,கூடம்,Conjunctions,6533
1534,படிப்படி,Conjunctions,6534
1535,2022,Conjunctions,6535
1536,gஎர்மனி,Conjunctions,6536
