index,lemma,Type,id
956,இதன்படி,Conjunctions,'00956
957,ஆதரவு,Conjunctions,'00957
958,தேவை,Conjunctions,'00958
959,கடைசி,Conjunctions,'00959
960,ஆகியவற்றின்,Conjunctions,'00960
961,நிறைவடை,Verb,'00961
962,இதையொட்டி,Conjunctions,'00962
963,சீர்திருத்தம்,Conjunctions,'00963
964,தேர்ந்தெடு,Adjectives,'00964
965,பதவிக்காலம்,Conjunctions,'00965
966,விவாதி,Verb,'00966
967,உரையாற்று,Adjectives,'00967
968,அவசியம்,Verb,'00968
969,அப்போதுதான்,Conjunctions,'00969
970,ஒருமி,Adjectives,'00970
971,எட்டு,Verb,'00971
972,உருக்கு,Conjunctions,'00972
973,சங்கம்,Conjunctions,'00973
974,விருது,Conjunctions,'00974
975,டோக்கியோ,Conjunctions,'00975
976,ஓராண்டு,Conjunctions,'00976
977,இனம்,Adjectives,'00977
978,ரீதி,Conjunctions,'00978
979,வர்ணனையாளர்,Conjunctions,'00979
980,ராஜிநாமா,Conjunctions,'00980
981,நிகழ்ச்சி,Conjunctions,'00981
982,பெயர்,Conjunctions,'00982
983,கேலி,Conjunctions,'00983
984,உச்சரி,Verb,'00984
985,அவமானப்படுத்து,Adjectives,'00985
986,விதம்,Conjunctions,'00986
987,வருத்தம்,Conjunctions,'00987
988,பேச்சு,Conjunctions,'00988
989,இந்தளவு,Conjunctions,'00989
990,சர்ச்சை,Conjunctions,'00990
991,பெரிது,Adjectives,'00991
992,பய,Verb,'00992
993,வார்த்தை,Conjunctions,'00993
994,மன்து,Conjunctions,'00994
995,புண்படுத்து,Verb,'00995
996,மன்னி,Verb,'00996
997,தடவை,Conjunctions,'00997
998,பழமைவாய்,Adjectives,'00998
999,ஆலயம்,Conjunctions,'00999
1000,சிலை,Conjunctions,'01000
1001,திருடு,Conjunctions,'01001
1002,வசி,Adjectives,'01002
1003,ஆயிரக்கணக்கு,Conjunctions,'01003
1004,திருப்பு,Verb,'01004
1005,கொடுத்திடு,Adjectives,'01005
1006,கோயில்,Conjunctions,'01006
1007,வேண்டுகோள்,Conjunctions,'01007
1008,எவ்விதம்,Adjectives,'01008
1009,சன்மானம்,Conjunctions,'01009
1010,பித்தளை,Conjunctions,'01010
1011,திருடர்,Conjunctions,'01011
1012,பழமை,Conjunctions,'01012
1013,வாய்,Verb,'01013
1014,மட்டுமல்லாது,Conjunctions,'01014
1015,முழுவதும்,Adjectives,'01015
1016,வழிபாடு,Conjunctions,'01016
1017,பேரவை,Conjunctions,'01017
1018,வெற்றிபெறு,Verb,'01018
1019,எதிராக,Conjunctions,'01019
1020,பதிவாகு,Verb,'01020
1021,திங்கட்கிழமையன்று,Conjunctions,'01021
1022,எதிர்க்கட்சி,Conjunctions,'01022
1023,சுயேச்சை,Conjunctions,'01023
1024,அவை,Conjunctions,'01024
1025,ஒத்திவை,Verb,'01025
1026,மகளிர்,Conjunctions,'01026
1027,ஒற்றையர்,Conjunctions,'01027
1028,இறுதி,Conjunctions,'01028
1029,தோல்வியடை,Verb,'01029
1030,புள்ளிக்கணக்கு,Conjunctions,'01030
1031,இழ,Adjectives,'01031
1032,புள்ளி,Conjunctions,'01032
1033,கைப்பற்று,Verb,'01033
1034,தா,Adjectives,'01034
1035,தங்கப்பதக்கம்,Conjunctions,'01035
1036,பதக்கப்பட்டியல்,Conjunctions,'01036
1037,முன்னேறு,Verb,'01037
1038,நூறு,Conjunctions,'01038
1039,மேற்பட்டோர்,Conjunctions,'01039
1040,இறுதிநாள்,Conjunctions,'01040
1041,வருகை,Conjunctions,'01041
1042,பல,Adjectives,'01042
1043,உருவம்,Conjunctions,'01043
1044,பொம்மை,Conjunctions,'01044
1045,எரி,Verb,'01045
1046,இதேபோல்,Conjunctions,'01046
1047,உருவப்பொம்மை,Conjunctions,'01047
1048,படம்,Conjunctions,'01048
1049,தேசியக்கொடி,Conjunctions,'01049
1050,போன்றவற்றை,Conjunctions,'01050
1051,கூட்டப்படு,Adjectives,'01051
1052,உயர்நீதிமன்றம்,Conjunctions,'01052
1053,தகுதிநீக்கம்,Conjunctions,'01053
1054,மனு,Conjunctions,'01054
1055,தீர்ப்பளி,Adjectives,'01055
1056,கோரு,Adjectives,'01056
1057,ஒருவரி,Conjunctions,'01057
1058,தீர்மானம்,Conjunctions,'01058
1059,டிக்கெட்,Conjunctions,'01059
1060,வில்,Verb,'01060
1061,தீர்,Verb,'01061
1062,விடுமுறை,Conjunctions,'01062
1063,தென்மாவட்டம்,Conjunctions,'01063
1064,தேதியன்று,Conjunctions,'01064
1065,முன்பதிவு,Conjunctions,'01065
1066,காத்திரு,Verb,'01066
1067,முந்தைய,Adjectives,'01067
1068,முதல்நாள்,Conjunctions,'01068
1069,வகுப்பு,Conjunctions,'01069
1070,படுக்கை,Conjunctions,'01070
1071,ஏசி,Conjunctions,'01071
1072,வேலைநிறுத்தம்,Conjunctions,'01072
1073,இயல்பு,Adjectives,'01073
1074,வாழ்க்கை,Conjunctions,'01074
1075,புரட்சிகரம்,Adjectives,'01075
1076,முன்னணி,Conjunctions,'01076
1077,மலைப்பிரதேசம்,Conjunctions,'01077
1078,பள்ளத்தாக்கு,Conjunctions,'01078
1079,கடை,Conjunctions,'01079
1080,வர்த்தகம்,Conjunctions,'01080
1081,மனிதன்,Conjunctions,'01081
1082,நேயம்,Conjunctions,'01082
1083,டாக்டர்,Conjunctions,'01083
1084,செவிலியர்,Conjunctions,'01084
1085,தாய்,Conjunctions,'01085
1086,சேய்,Conjunctions,'01086
1087,நலம்,Conjunctions,'01087
1088,மேம்பாடு,Conjunctions,'01088
1089,கட்டடம்,Conjunctions,'01089
1090,திறப்பு,Conjunctions,'01090
1091,இதயம்,Conjunctions,'01091
1092,நோய்,Conjunctions,'01092
1093,கருப்பை,Conjunctions,'01093
1094,மார்பகம்,Conjunctions,'01094
1095,புற்றுநோய்,Conjunctions,'01095
1096,தடுப்பு,Conjunctions,'01096
1097,பணம்,Conjunctions,'01097
1098,ஒதுக்கு,Verb,'01098
1099,முதன்முதல்,Conjunctions,'01099
1100,பயன்படுத்து,Verb,'01100
1101,ஏன்,Conjunctions,'01101
1102,இன்றைக்கு,Conjunctions,'01102
1103,காரியம்,Conjunctions,'01103
1104,செலவழி,Verb,'01104
1105,ஆங்காங்கே,Conjunctions,'01105
1106,அது,Conjunctions,'01106
1107,பிறகு,Conjunctions,'01107
1108,கொஞ்சம்,Conjunctions,'01108
1109,ஆற்று,Verb,'01109
1110,மாத்திரம்,Conjunctions,'01110
1111,பலன்,Verb,'01111
1112,இத்தனை,Conjunctions,'01112
1113,மருத்துவர்,Conjunctions,'01113
1114,பயன்,Verb,'01114
1115,மருத்துவத்துறை,Conjunctions,'01115
1116,நண்பர்,Conjunctions,'01116
1117,கடமை,Conjunctions,'01117
1118,மனப்பான்மை,Conjunctions,'01118
1119,உணர்வு,Conjunctions,'01119
1120,காப்பாற்று,Verb,'01120
1121,ஒத்துழைப்பு,Conjunctions,'01121
1122,ஒத்துழை,Verb,'01122
1123,சாதாரணம்,Adjectives,'01123
1124,சாமானிய,Adjectives,'01124
1125,ஏழையெளிய,Adjectives,'01125
1126,மனசாட்சி,Conjunctions,'01126
1127,மனிதாபிமானம்,Conjunctions,'01127
1128,ஆகவே,Conjunctions,'01128
1129,மக்களவை,Conjunctions,'01129
1130,பலர்,Conjunctions,'01130
1131,உடல்,Conjunctions,'01131
1132,தாய்சேய்,Conjunctions,'01132
1133,அதற்கேற்ப,Conjunctions,'01133
1134,உடல்நிலை,Conjunctions,'01134
1135,இங்கு,Conjunctions,'01135
1136,சிகரம்,Conjunctions,'01136
1137,கோலாகலம்,Conjunctions,'01137
1138,நவம்,Conjunctions,'01138
1139,செல்வம்,Conjunctions,'01139
1140,மகாலட்சுமி,Conjunctions,'01140
1141,வழிபடு,Verb,'01141
1142,போரிடு,Verb,'01142
1143,வாகை,Conjunctions,'01143
1144,சூடு,Adjectives,'01144
1145,கைவினை,Conjunctions,'01145
1146,கலைஞர்,Conjunctions,'01146
1147,உழைப்பு,Conjunctions,'01147
1148,மதிப்பளி,Adjectives,'01148
1149,திருநாளாம்,Adjectives,'01149
1150,நற்காரியம்,Conjunctions,'01150
1151,அனைவர்,Conjunctions,'01151
1152,நன்னாள்,Conjunctions,'01152
1153,எல்லாம்,Adjectives,'01153
1154,நலன்,Conjunctions,'01154
1155,வளம்,Conjunctions,'01155
1156,அமைதி,Conjunctions,'01156
1157,நல்லாட்சி,Conjunctions,'01157
1158,மலர்,Verb,'01158
1159,மனமார்ந்த,Adjectives,'01159
1160,நல்வாழ்த்து,Conjunctions,'01160
1161,தொழிலாளர்,Conjunctions,'01161
1162,இடதுசாரி,Conjunctions,'01162
1163,கூட்டறிக்கை,Conjunctions,'01163
1164,நிர்வாகி,Conjunctions,'01164
1165,செயற்குழு,Conjunctions,'01165
1166,ஒப்பந்தம்,Conjunctions,'01166
1167,பேச்சுவார்த்தை,Conjunctions,'01167
1168,சுமூக,Adjectives,'01168
1169,தீர்வு,Conjunctions,'01169
1170,காணப்படு,Verb,'01170
1171,காண்,Verb,'01171
1172,பன்னாடு,Conjunctions,'01172
1173,பழிவாங்கு,Verb,'01173
1174,உடந்தை,Conjunctions,'01174
1175,சத்துணவு,Conjunctions,'01175
1176,ஏவு,Verb,'01176
1177,இத்தகைய,Adjectives,'01177
1178,மிகுந்த,Adjectives,'01178
1179,எதிர்பார்ப்பு,Conjunctions,'01179
1180,இடை,Conjunctions,'01180
1181,அத்தியாயம்,Conjunctions,'01181
1182,பல்கலை,Conjunctions,'01182
1183,வலுப்படுத்து,Verb,'01183
1184,பிரகாசப்படுத்து,Verb,'01184
1185,மட்டுமின்றி,Conjunctions,'01185
1186,பயன்பெறு,Adjectives,'01186
1187,உறுதுணை,Conjunctions,'01187
1188,பயனடை,Adjectives,'01188
1189,விஷயம்,Conjunctions,'01189
1190,உருவெடு,Adjectives,'01190
1191,சவால்,Conjunctions,'01191
1192,சமாளி,Verb,'01192
1193,உத்தி,Conjunctions,'01193
1194,வகு,Verb,'01194
1195,எதிர்காலம்,Conjunctions,'01195
1196,கண்டறி,Verb,'01196
1197,அதற்குரிய,Adjectives,'01197
1198,உதவிகரம்,Conjunctions,'01198
1199,பரிமாறு,Verb,'01199
1200,தெற்காசியா,Conjunctions,'01200
1201,குறி,Adjectives,'01201
1202,பரிமாற்றம்,Conjunctions,'01202
1203,கட்டமைப்பு,Conjunctions,'01203
1204,ஆராய்,Verb,'01204
1205,விரிவு,Conjunctions,'01205
1206,சமூகம்,Conjunctions,'01206
1207,கா,Adjectives,'01207
1208,குறிப்பாக,Conjunctions,'01208
1209,பரிமாணம்,Conjunctions,'01209
1210,ஆக்க,Adjectives,'01210
1211,அணு,Conjunctions,'01211
1212,சக்தி,Conjunctions,'01212
1213,கையெழுத்தாகு,Verb,'01213
1214,அணுசக்தி,Conjunctions,'01214
1215,கையெழுத்து,Conjunctions,'01215
1216,ஆனதால்,Verb,'01216
1217,அத்துறை,Conjunctions,'01217
1218,கூட்டாக,Conjunctions,'01218
1219,உலை,Conjunctions,'01219
1220,தயாரி,Verb,'01220
1221,விண்வெளி,Conjunctions,'01221
1222,நீராதாரம்,Conjunctions,'01222
1223,பருவம்,Conjunctions,'01223
1224,நிலவரம்,Conjunctions,'01224
1225,வானியல்,Conjunctions,'01225
1226,சேவை,Conjunctions,'01226
1227,உள்ளிட்டவை,Conjunctions,'01227
1228,வங்கி,Conjunctions,'01228
1229,அன்னியம்,Conjunctions,'01229
1230,செலாவணி,Conjunctions,'01230
1231,நிதியம்,Conjunctions,'01231
1232,அதிகமான,Adjectives,'01232
1233,செயல்படுத்து,Verb,'01233
1234,ஆர்வம்,Conjunctions,'01234
1235,மதச்சார்பின்மை,Conjunctions,'01235
1236,எப்படி,Conjunctions,'01236
1237,எழுப்பு,Verb,'01237
1238,நம்பகத்தன்மை,Conjunctions,'01238
1239,உக,Verb,'01239
1240,அஞ்சு,Verb,'01240
1241,வகுப்புவாதம்,Adjectives,'01241
1242,முற்றுப்புள்ளி,Conjunctions,'01242
1243,ஜாதி,Conjunctions,'01243
1244,முன்னிறுத்து,Verb,'01244
1245,லாபம்,Conjunctions,'01245
1246,நீதி,Conjunctions,'01246
1247,சமதர்மம்,Conjunctions,'01247
1248,சமம்,Adjectives,'01248
1249,ஏழை,Conjunctions,'01249
1250,பணக்காரர்,Conjunctions,'01250
1251,ஹிந்து,Conjunctions,'01251
1252,முஸ்லிம்,Conjunctions,'01252
1253,சீக்கியர்,Conjunctions,'01253
1254,எல்லோர்,Conjunctions,'01254
1255,முத்திரை,Conjunctions,'01255
1256,குத்து,Verb,'01256
1257,அதனால்,Conjunctions,'01257
1258,தனித்து,Conjunctions,'01258
1259,சிரமமானது,Verb,'01259
1260,ஊரகம்,Conjunctions,'01260
1261,ஊழல்,Conjunctions,'01261
1262,துரதிருஷ்டவசம்,Conjunctions,'01262
1263,தேவையுள்ளோர்,Conjunctions,'01263
1264,ஒப்பிடு,Adjectives,'01264
1265,ஏராளமான,Adjectives,'01265
1266,குடிபெயர்,Verb,'01266
1267,பலப்படுத்து,Verb,'01267
1268,பலன்கிட்டு,Verb,'01268
1269,அதுபோல்,Conjunctions,'01269
1270,தேங்கு,Verb,'01270
1271,மீண்டும்,Conjunctions,'01271
1272,ஓவர்,Conjunctions,'01272
1273,கௌரவம்,Conjunctions,'01273
1274,கமிஷனர்,Conjunctions,'01274
1275,நேரில்,Conjunctions,'01275
1276,ஊடகம்,Conjunctions,'01276
1277,விளம்பரம்,Conjunctions,'01277
1278,ஒளிபரப்பு,Verb,'01278
1279,ஆகியவற்றில்,Conjunctions,'01279
1280,ஆவணம்,Conjunctions,'01280
1281,குற்றவியல்,Conjunctions,'01281
1282,அநேகமாக,Conjunctions,'01282
1283,செல்லல்,Verb,'01283
1284,காய்ச்சல்,Conjunctions,'01284
1285,வயது,Conjunctions,'01285
1286,சீர்,Conjunctions,'01286
1287,சுவாசம்,Conjunctions,'01287
1288,அவதிப்பட்டு,Verb,'01288
1289,தேயிலை,Conjunctions,'01289
1290,தோட்டம்,Conjunctions,'01290
1291,வனத்தோட்டம்,Conjunctions,'01291
1292,வழங்கிட்,Verb,'01292
1293,அட்டவணை,Conjunctions,'01293
1294,இறுதிசெய்,Verb,'01294
1295,பொற்கோயில்,Conjunctions,'01295
1296,பயணத்திட்டம்,Conjunctions,'01296
1297,சுற்றுப்பயணம்,Conjunctions,'01297
1298,தெரியவா,Verb,'01298
1299,குழந்தை,Conjunctions,'01299
1300,உயிரிழப்பு,Conjunctions,'01300
1301,சிகிச்சை,Conjunctions,'01301
1302,மலேரியா,Conjunctions,'01302
1303,அடுத்ததாக,Conjunctions,'01303
1304,நொய்டா,Conjunctions,'01304
1305,தூக்கிடு,Verb,'01305
1306,தற்கொலை,Conjunctions,'01306
1307,வழக்கம்போல்,Conjunctions,'01307
1308,நள்ளிரவு,Conjunctions,'01308
1309,கணிப்பொறி,Conjunctions,'01309
1310,காவல்நிலையம்,Conjunctions,'01310
1311,மகள்,Conjunctions,'01311
1312,பெற்றோர்,Conjunctions,'01312
1313,எழுதிவை,Verb,'01313
1314,கணவன்,Conjunctions,'01314
1315,அதற்காக,Conjunctions,'01315
1316,ஜீவனாம்சம்,Conjunctions,'01316
1317,தொடு,Verb,'01317
1318,பச்சையம்மாள்,Conjunctions,'01318
1319,மாதம்தோறும்,Conjunctions,'01319
1320,நீதிபதி,Conjunctions,'01320
1321,மார்க்கண்டேயம்,Conjunctions,'01321
1322,அடங்கு,Adjectives,'01322
1323,கொடுமை,Conjunctions,'01323
1324,வழக்காடு,Adjectives,'01324
1325,வாதாடு,Verb,'01325
1326,தங்கியிரு,Verb,'01326
1327,தாம்பத்யம்,Conjunctions,'01327
1328,ஈடாக,Conjunctions,'01328
1329,மனைவியர்,Conjunctions,'01329
1330,பூர்த்தி,Conjunctions,'01330
1331,ஆண்,Conjunctions,'01331
1332,துணைவர்,Conjunctions,'01332
1333,திருமணம்,Conjunctions,'01333
1334,எட்டியிரு,Verb,'01334
1335,விருப்பப்படு,Verb,'01335
1336,அங்கீகரி,Verb,'01336
1337,ஆடவன்,Conjunctions,'01337
1338,உறுதிபடு,Verb,'01338
1339,இழப்பீடு,Conjunctions,'01339
1340,மசோதா,Conjunctions,'01340
1341,விதிமுறை,Conjunctions,'01341
1342,சற்று,Conjunctions,'01342
1343,மாறுபடு,Verb,'01343
1344,மாறுபாடு,Conjunctions,'01344
1345,இந்திய-அமெரிக்கா,Conjunctions,'01345
1346,நிபந்தனை,Conjunctions,'01346
1347,பொருந்து,Verb,'01347
1348,மாற்றம்,Conjunctions,'01348
1349,விவகாரத்துறை,Conjunctions,'01349
1350,இணையமைச்சர்,Conjunctions,'01350
1351,வெளியுறவுத்துறை,Conjunctions,'01351
1352,துணையமைச்சர்,Conjunctions,'01352
1353,மேம்படு,Verb,'01353
1354,சரிவரு,Conjunctions,'01354
1355,நடைமுறை,Conjunctions,'01355
1356,பின்பற்று,Verb,'01356
1357,தரம்,Conjunctions,'01357
1358,அதிகமாக,Conjunctions,'01358
1359,உதிரி,Adjectives,'01359
1360,பாகம்,Conjunctions,'01360
1361,ஏமாற்றத்துக்குள்ளாக்கு,Verb,'01361
1362,எஞ்சு,Adjectives,'01362
1363,ஆயுதம்,Conjunctions,'01363
1364,பரவல்,Conjunctions,'01364
1365,முக்கியமானவர்,Conjunctions,'01365
1366,தீவிரம்,Conjunctions,'01366
1367,சந்தேகம்,Adjectives,'01367
1368,இருவழி,Conjunctions,'01368
1369,போல்,Verb,'01369
1370,சங்கடம்,Conjunctions,'01370
1371,வரல்,Verb,'01371
1372,தளவாடம்,Conjunctions,'01372
1373,காப்புரிமை,Conjunctions,'01373
1374,விதிமீறல்,Conjunctions,'01374
1375,ஒருங்கிணை,Verb,'01375
1376,விவாதம்,Conjunctions,'01376
1377,முள்ளிவாய்க்கால்,Conjunctions,'01377
1378,மட்டுமல்லாமல்,Conjunctions,'01378
1379,வெடிபொருள்,Conjunctions,'01379
1380,ஜாக்கெட்டு,Conjunctions,'01380
1381,மாறு,Verb,'01381
1382,படையினர்,Conjunctions,'01382
1383,செயலிழ,Verb,'01383
1384,தோற்கடி,Adjectives,'01384
1385,இதுபோன்ற,Adjectives,'01385
1386,எந்தவிதத்,Adjectives,'01386
1387,சந்தேகி,Verb,'01387
1388,ராணுவத்தினர்,Conjunctions,'01388
1389,அவசரம்,Conjunctions,'01389
1390,பிரகடனம்,Conjunctions,'01390
1391,பயமுறுத்து,Verb,'01391
1392,வேண்டியவை,Verb,'01392
1393,ஏராளம்,Conjunctions,'01393
1394,எப்போதைக்கு,Conjunctions,'01394
1395,சாத்தியம்,Conjunctions,'01395
1396,தூண்டுதல்,Conjunctions,'01396
1397,யோசனை,Conjunctions,'01397
1398,சீர்திருத்த,Adjectives,'01398
1399,சொல்,Verb,'01399
1400,அப்போதைய,Adjectives,'01400
1401,பொதுச்சபை,Conjunctions,'01401
1402,மலேசியா,Conjunctions,'01402
1403,நாட்டவர்,Conjunctions,'01403
1404,வரைவு,Conjunctions,'01404
1405,பின்தங்கு,Verb,'01405
1406,ஜெர்மனி,Conjunctions,'01406
1407,அதாவது,Conjunctions,'01407
1408,அணுஉலை,Conjunctions,'01408
1409,கூடம்,Conjunctions,'01409
1410,படிப்படி,Conjunctions,'01410
1411,gஎர்மனி,Conjunctions,'01411
